id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,lat,lng,place_id
3880,MR.BUN,RESTAURANT,American,3.5,8,restaurants,24.8109419,46.6251765,ChIJNYLlI3vkLj4R2F0eP6rSDBs
3881,Healthy Honest Bowl,RESTAURANT,Arabic|American,4.5,64,restaurants,24.8130149,46.6252468,ChIJr1Sa3mTkLj4RiqaS9QqRoZA
3882,The biryani life,RESTAURANT,Asian|Indian,4.4,15,restaurants,24.8130149,46.6252468,ChIJr1Sa3mTkLj4RiqaS9QqRoZA
3883,Faasos,RESTAURANT,Sandwich|Arabic|American|International|Gluten-Free,3.5,35,restaurants,24.8130149,46.6252468,ChIJr1Sa3mTkLj4RiqaS9QqRoZA
3884,The 500 Calorie Project,RESTAURANT,Beverages|Healthy|Salads|Gluten-Free,4.4,113,restaurants,24.8130149,46.6252468,ChIJr1Sa3mTkLj4RiqaS9QqRoZA
3885,Behrouz Biryani,RESTAURANT,Arabic|Indian|International|Healthy,3.6,34,restaurants,24.8130149,46.6252468,ChIJr1Sa3mTkLj4RiqaS9QqRoZA
3886,Messy Burger,RESTAURANT,Sandwich|Fast Food|American|International|Burgers,3.3,36,restaurants,24.8130149,46.6252468,ChIJr1Sa3mTkLj4RiqaS9QqRoZA
3887,Fricken Chicken,RESTAURANT,Fast Food|Arabic|American|Beverages|Burgers,4.2,59,restaurants,24.8130149,46.6252468,ChIJr1Sa3mTkLj4RiqaS9QqRoZA
3888,GRAPES ADDRESs,RESTAURANT,Arabic,4.4,179,restaurants,24.7921471,46.627668,ChIJeQqIm5zjLj4Rfdi2emQco6k
3889,Pinky Richy,RESTAURANT,Arabic,4.4,80,restaurants,24.8129936,46.6251774,ChIJr1Sa3mTkLj4RiqaS9QqRoZA
3890,One Burger,RESTAURANT,Fast Food|Burgers,4.3,6,restaurants,24.8064249,46.6249673,ChIJQbrbC3nkLj4RXvRd3F58nPE
3891,Al Baik,RESTAURANT,Sandwich|Fast Food|Arabic,3.9,7175,restaurants,24.79099925,46.74099182,ChIJaUV8e9z9Lj4RdBt5Z7CecEQ
3892,LEVIT8,RESTAURANT,Beverages|Coffee|Pastries,4.1,172,restaurants,24.8341433,46.736858,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3893,Le Moulin Bakery,RESTAURANT,Sandwich|Desserts|Bakery,4.8,16,restaurants,24.7836356,46.6313975,ChIJ5SHDfQrjLj4RXmOx1aAInbQ
3894,Restaurant shahad,RESTAURANT,Fast Food|Breakfast,0,0,restaurants,24.79086287,46.7410618,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3895,Tabkha,RESTAURANT,Arabic,4.2,253,restaurants,24.8107993,46.6248379,ChIJNYLlI3vkLj4R2F0eP6rSDBs
3896,Herfy Bakery Shop,RESTAURANT,Desserts|Bakery,4.4,102,restaurants,24.760451,46.656084,ChIJPXNAs8biLj4RIeO0I6Mw3MI
3897,Kilo &amp; Half,RESTAURANT,Arabic,2,1,restaurants,24.8342889,46.7370263,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3898,Hamam Abdoh,RESTAURANT,Desserts|Grill|Egyptian,3.9,651,restaurants,24.80243555,46.6250011,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3899,Nafizat Zekra Flowers,RESTAURANT,Flowers,0,0,flowers_and_plants,24.7552759,46.6979714,ChIJ6ShpeWT9Lj4RSoaZPElv7As
3900,Ice Cream Sandwich,RESTAURANT,Desserts|Ice Cream,4.7,9,restaurants,24.8025633,46.6249555,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3901,HAk COOKIES,RESTAURANT,Desserts,5,5,restaurants,24.8025633,46.6249555,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3902,Cheers,RESTAURANT,Sandwich|Fast Food|Desserts,4.2,22,restaurants,24.80242285,46.62496926,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3903,Al Manarah,RESTAURANT,Desserts|Arabic,3.8,5,restaurants,24.80246246,46.6249021,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3904,Suwair’s,RESTAURANT,Arabic|Bakery|Coffee|Saudi,4.8,20,restaurants,24.8024449,46.6248775,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3905,Juice Generation,RESTAURANT,Beverages|Juices,0,0,restaurants,24.8024449,46.6248775,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3906,Young Jae's,RESTAURANT,Asian,3.6,14,restaurants,24.8024288,46.6248793,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3907,Katsu! Katsu!,RESTAURANT,Asian,4.6,84,restaurants,24.8024288,46.6248793,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3908,Baka Kitchen,RESTAURANT,Sandwich,4.5,4,restaurants,24.80242905,46.62487426,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3909,Al Saudi,RESTAURANT,Grill|Arabic|Saudi|Meat,4.1,2772,restaurants,24.80526685,46.6245744,ChIJU6f2hXnkLj4RDU2dQo_nKu8
3910,Yazeed pizza,RESTAURANT,Arabic|Pizza,0,0,restaurants,24.8025027,46.6248119,ChIJ1-E0eYfjLj4RjUVr73p--Ps
3911,Spices Sprinkles,RESTAURANT,Asian|Sushi|Pasta|Noodles,4.2,34,restaurants,24.7902,46.741224,ChIJOXQ8Mtz9Lj4R6V2gYQjcvJY
3912,MILAF SWEET,RESTAURANT,Desserts,4.3,9,restaurants,24.85227555,46.64901721,ChIJbYdNsB_lLj4RKKPS8-uICCs
3913,Goozy,RESTAURANT,Grill|Arabic|Saudi,3.8,126,restaurants,24.80523355,46.62438852,ChIJU6f2hXnkLj4RDU2dQo_nKu8
3914,MARZOZ,RESTAURANT,Fast Food|Arabic|Saudi,2.2,4,restaurants,24.8052579,46.6243456,ChIJU6f2hXnkLj4RDU2dQo_nKu8
3915,kanafat easir,RESTAURANT,Desserts|Coffee|Juices,4.2,30,restaurants,24.782772,46.631014,ChIJG6JIi6DjLj4RRUKj18Bbb3g
3916,Afters,RESTAURANT,Desserts|Arabic,4.4,26,restaurants,24.7545382,46.6975518,ChIJQ5LjvWL9Lj4Riy8r589uvGI
3917,URBN SMOKE,RESTAURANT,Sandwich|Fast Food|Grill|Arabic|American|International|Burgers,3.3,17,restaurants,24.8528028,46.6490025,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3918,CiA Shawarma,RESTAURANT,Sandwich|Arabic,4.1,74,restaurants,24.792389,46.6264972,ChIJyU7x4prjLj4RFnl5ZKqC-Dg
3919,MUTE,RESTAURANT,Fast Food|Burgers,4.7,31,restaurants,24.75452974,46.6975414,ChIJQ5LjvWL9Lj4Riy8r589uvGI
3920,REVEL,RESTAURANT,Fast Food|American|Burgers,4.1,12,restaurants,24.7895699,46.7415464,ChIJqZxRNNz9Lj4RukcQNi4q-Jc
3921,Urth Caffe,RESTAURANT,Coffee|Vegetarian|Salads|Breakfast|Gluten-Free,4.4,250,restaurants,24.8414731,46.7328571,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3922,Fawal Qemam Al Taif,RESTAURANT,Arabic|Breakfast,4.3,1346,restaurants,24.792296,46.626434,ChIJyU7x4prjLj4RFnl5ZKqC-Dg
3923,Falafel Redbox,RESTAURANT,Sandwich|Beverages|Falafel|Breakfast,0,0,restaurants,24.7580123,46.70954704,ChIJL5TGGYD9Lj4RMEDCutE807k
3924,Lucca Steak House,RESTAURANT,American|Beverages|Meat,4.3,38,restaurants,24.84132751,46.73316262,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3925,Jwhara Alfares,RESTAURANT,Arabic,5,3,restaurants,24.77874239,46.6331312,ChIJz9pjOQjjLj4RAFwExNDnxDQ
3926,Eat Ha,RESTAURANT,Sandwich|Desserts|Beverages|Breakfast,4.7,654,restaurants,24.754748,46.668975,ChIJ9RNiG7PiLj4R_sXSg8JcNXc
3927,Najd Roastery,RESTAURANT,Desserts|Beverages|Coffee,1,1,restaurants,24.8094596,46.7454539,ChIJx3wKHSv8Lj4RKOrZ9046wA8
3928,1/4 kabab,RESTAURANT,Sandwich|Arabic,3.9,65,restaurants,24.81470805,46.74511892,ChIJS35V5Cj8Lj4RYpA3-4vlHoU
3929,Yalla Baloot,RESTAURANT,Desserts|Arabic|Coffee,4,6,restaurants,24.8572953,46.6560745,ChIJ5-Hs-CPlLj4RYX3kQTdfQgs
3930,Saya5,RESTAURANT,Grill|Arabic,4.5,1669,restaurants,24.7760954,46.6346438,ChIJTVcWRQbjLj4RcAA9dpW-UUE
3931,Aim coffee Bar,RESTAURANT,Desserts|Coffee,4.1,9,restaurants,24.7948365,46.6251219,ChIJKyjQ_ITjLj4ReEykxeS7Kt8
3932,ZAMAN  memories cafe,RESTAURANT,Desserts|Beverages,3.7,74,restaurants,24.7845639,46.6290943,ChIJRQhEM6DjLj4RQH6hes0rdYQ
3933,Mochi Shop,RESTAURANT,Desserts,4.4,20,restaurants,24.79148425,46.62594814,ChIJF7NJ-5rjLj4RH6Kbc347iIc
3934,cucina di yass,RESTAURANT,Italian,4.8,9,restaurants,24.7529282,46.6766093,ChIJTy9qwFH9Lj4RjEdgOKpq50Q
3935,Shrimper,RESTAURANT,Fast Food,3.8,84,restaurants,24.79146477,46.62591059,ChIJF7NJ-5rjLj4RH6Kbc347iIc
3936,Dukan Balilah,RESTAURANT,Arabic,3.7,31,restaurants,24.77633511,46.63404804,ChIJ7Q3KtQfjLj4RGq4vAR-V7hw
3937,Fawal Jarrat Almokts,RESTAURANT,Arabic|Breakfast,0,0,restaurants,24.8071842,46.74600549,ChIJdSwHOtX9Lj4R6A1jV5JdqCc
3938,Rawabita,RESTAURANT,Desserts,3.8,42,restaurants,24.79043663,46.62604823,ChIJ_Yhf7ZvjLj4RWGSsSXU74H4
3939,Lapaella,RESTAURANT,Arabic,4.5,13,restaurants,24.7912631,46.6257395,ChIJF7NJ-5rjLj4RH6Kbc347iIc
3940,Sushi Time,RESTAURANT,Asian,4,4,restaurants,24.7912631,46.6257395,ChIJF7NJ-5rjLj4RH6Kbc347iIc
3941,50 Fruits,RESTAURANT,Sandwich|Beverages|Shawarma|Juices,4.6,451,restaurants,24.752745,46.676329,ChIJUVAck1H9Lj4R7h4AenaVhsM
3942,Zooba,RESTAURANT,Sandwich|Arabic|Egyptian|Falafel|Breakfast,4.4,345,restaurants,24.84204111,46.73378543,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3943,Azhar,RESTAURANT,Sandwich|Arabic|Beverages|Breakfast,4.4,82,restaurants,24.7526944,46.6758333,ChIJ54DU8lH9Lj4RA4Zodztd1TQ
3944,La Maison Entrecôte,RESTAURANT,Sandwich|International|Meat,3.5,11,restaurants,24.7912547,46.6256063,ChIJF7NJ-5rjLj4RH6Kbc347iIc
3945,RED LIGHT BURGER,RESTAURANT,Fast Food|Burgers,4.2,37,restaurants,24.77642347,46.63358587,ChIJA_pgtgfjLj4RYqtPVHO9lCY
3946,Bait Al Furouj,RESTAURANT,Fast Food,4.7,209,restaurants,24.752667,46.675542,ChIJ54DU8lH9Lj4RA4Zodztd1TQ
3947,Arta “Specialty Coffee”,RESTAURANT,Desserts|Coffee,3.3,6,restaurants,24.77652529,46.63344471,ChIJVXCW2gfjLj4R0huLb0pxe1M
3948,Shun Xin Lou,RESTAURANT,,1,1,restaurants,24.7526302,46.6756794,ChIJ54DU8lH9Lj4RA4Zodztd1TQ
3949,Bites N Box,RESTAURANT,Desserts,4.7,26,restaurants,24.753352,46.6979637,ChIJCbfwo2L9Lj4Rm0muuh7BLuQ
3950,PSP,RESTAURANT,Fast Food|American|Burgers,4.2,85,restaurants,24.77574549,46.63383572,ChIJXYnsTQbjLj4RMVQDm0E8QWU
3951,Al Fanar Emirati Restaurant,RESTAURANT,Arabic,4.4,38,restaurants,24.84226504,46.73404293,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3952,So Slushy,RESTAURANT,Fast Food|American|Burgers,4,2,restaurants,24.7594058,46.7157795,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3953,24/7 BREAKFAST plus,RESTAURANT,Desserts|Beverages|Coffee|Breakfast,4.4,31,restaurants,24.7594058,46.7157795,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3954,24/7 BREAKFAST,RESTAURANT,Desserts|Italian|Beverages|Coffee|Breakfast,5,3,restaurants,24.7594058,46.7157795,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3955,ARNE,RESTAURANT,Fast Food|American|Burgers,4.7,62,restaurants,24.7595123,46.7160242,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3956,Eatwa,RESTAURANT,Sandwich|Bakery|Salads,4.4,190,restaurants,24.7585506,46.7142374,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3957,Manoosha Alreef,RESTAURANT,Sandwich|Fast Food|Pastries,4.5,612,restaurants,24.7585506,46.7142374,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3958,El Fornaio,RESTAURANT,Sandwich|Desserts|Bakery|Coffee|Juices|Breakfast,4.6,156,restaurants,24.8428545,46.7338017,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3959,HZBR,RESTAURANT,Fast Food|Arabic,4.5,1527,restaurants,24.7522819,46.6752155,ChIJp-ZtQFL9Lj4RZP8ob0w2L1c
3960,OAKBERRY,RESTAURANT,Desserts|Healthy,4.6,18,restaurants,24.7590619,46.715449,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3961,Elite Cup,RESTAURANT,Desserts|Coffee,4.6,22,restaurants,24.7590619,46.715449,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3962,Chickencoop,RESTAURANT,Sandwich|Fast Food|American,4.3,94,restaurants,24.75913156,46.71588149,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3963,Crown Tikka,RESTAURANT,Fast Food|Grill|Arabic,4.3,156,restaurants,24.75924871,46.71628489,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3964,Kunafa Factory,RESTAURANT,Desserts,4.4,123,restaurants,24.7566317,46.6579072,ChIJP-jAkbjiLj4RLNPdhn5uKfQ
3965,KiK Burger,RESTAURANT,American|Burgers,4,45,restaurants,24.8546966,46.6479963,ChIJa8CTahnlLj4RaLA_mQcri3w
3966,Shrimp Zone,RESTAURANT,Seafood,4.2,36,restaurants,24.8432142,46.7341986,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3967,Chapati and Karak Time,RESTAURANT,Sandwich|Beverages|Breakfast,4.4,273,restaurants,24.7752327,46.6332249,ChIJXYnsTQbjLj4RMVQDm0E8QWU
3968,Doh Malqa,RESTAURANT,Arabic|Beverages|Saudi,4.2,127,restaurants,24.85477073,46.64792187,ChIJa8CTahnlLj4RaLA_mQcri3w
3969,Power Juice,RESTAURANT,Desserts|Beverages|Juices,4.5,113,restaurants,24.755878,46.709876,ChIJP6Ek4X8CLz4RvMMYDRM0QJ0
3970,Roof,RESTAURANT,Sandwich|Fast Food|Arabic,4.1,255,restaurants,24.7838532,46.6274996,ChIJPZUY8qHjLj4R_n211DGmHNE
3971,Midori Salad,RESTAURANT,Sandwich|Healthy|Vegetarian|Salads,4.2,154,restaurants,24.7752894,46.6329565,ChIJ3366mgfjLj4RK6FCnrvluW0
3972,Bateel El'an,RESTAURANT,Sandwich|Healthy|Salads|Breakfast,4.2,27,restaurants,24.843556,46.7343067,ChIJmZNIDYkDLz4R1Z_nmBxNl7o
3973,11 CUTS,RESTAURANT,Butchery &amp; Fishery,4.4,143,Butchery,24.8360993,46.739833,ChIJcckVDwX8Lj4R3Xoa7KlR4CQ
3974,Wasem,RESTAURANT,Flowers,5,2,flowers_and_plants,24.7559922,46.7107642,ChIJP6Ek4X8CLz4RvMMYDRM0QJ0
3975,WAKAME SUSHI,RESTAURANT,Asian|Seafood|Sushi|Japanese|Noodles,4.4,131,restaurants,24.81799044,46.62211812,ChIJA0e7GGbkLj4R_OAjKOscT0o
3976,Ice n cream,RESTAURANT,Beverages|Ice Cream,0,0,restaurants,24.7531969,46.702866,ChIJLehqb4ICLz4RYphDz6gB8d0
3977,LADN CAFE,RESTAURANT,Desserts|Coffee,4.6,70,restaurants,24.7576841,46.7147379,ChIJmaz8rXgCLz4RBlTf7LhzZ1Q
3978,Grilled Sikh,RESTAURANT,Sandwich|Grill|Arabic,4.2,635,restaurants,24.8550835,46.6475783,ChIJa8CTahnlLj4RaLA_mQcri3w
3979,Smart APPLE PHARMACY,OTHER,Pharmacy,4.7,182,pharmacies,24.8229249,46.7459458,ChIJVY0ssSD8Lj4R3w_j998efRM
3980,ala ellafah,RESTAURANT,Sandwich|Fast Food,4.1,7,restaurants,24.79058599,46.6240201,ChIJF7NJ-5rjLj4RH6Kbc347iIc
3981,My Specialty Coffee,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.79055008,46.62397354,ChIJF7NJ-5rjLj4RH6Kbc347iIc
3982,777 Burger,RESTAURANT,Burgers,4.2,376,restaurants,24.836172,46.7401992,ChIJcckVDwX8Lj4R3Xoa7KlR4CQ
3983,Nadim,RESTAURANT,Desserts|Bakery|Coffee,4.7,51,restaurants,24.7594139,46.7186566,ChIJRXCED3gCLz4REIf72bpXvF8
3984,Piquant Pick,RESTAURANT,Indian,3.1,8,restaurants,24.7584099,46.7173365,ChIJnVh_P3gCLz4RGzGQItL98AA
3985,Reem Alriyadh,RESTAURANT,Arabic|Beverages|Pakistani,5,6,restaurants,24.751541,46.6990882,ChIJmS1DNJ0CLz4Rc6oARuCa-6o
3986,kale-o-gram,RESTAURANT,Healthy|Salads,4,20,restaurants,24.7775222,46.6297367,ChIJ4QJTsafjLj4RCkWKFTEy5lk
3987,OQ Burger,RESTAURANT,Fast Food|American|Burgers,5,1,restaurants,24.77855552,46.62901486,ChIJM2ZE6abjLj4RipW_yJD9ncw
3988,SUGAR DOUGH,RESTAURANT,Desserts,1,3,restaurants,24.777414,46.6296973,ChIJi7GTVqbjLj4RSoZly6PvI7A
3989,Taco Guys,RESTAURANT,Fast Food|Mexican,3.3,19,restaurants,24.777414,46.6296973,ChIJi7GTVqbjLj4RSoZly6PvI7A
3990,Pressed Juice,RESTAURANT,Juices,5,3,restaurants,24.777414,46.6296973,ChIJi7GTVqbjLj4RSoZly6PvI7A
3991,C - Kitchen,RESTAURANT,Asian|Italian|Seafood,3.7,3,restaurants,24.7776897,46.6294961,ChIJi7GTVqbjLj4RSoZly6PvI7A
3992,GLAZED &amp; GRILLED,RESTAURANT,Fast Food|Grill|Seafood,5,1,restaurants,24.7776897,46.6294961,ChIJi7GTVqbjLj4RSoZly6PvI7A
3993,DEAR POKE,RESTAURANT,Fast Food|Healthy|Meat,1,1,restaurants,24.7776897,46.6294961,ChIJi7GTVqbjLj4RSoZly6PvI7A
3994,Brioche Plus,RESTAURANT,International|Breakfast,4.5,47,restaurants,24.75086147,46.6715514,ChIJ7XJt7FL9Lj4Rv9H1iLnLBLQ
3995,Noa,RESTAURANT,Asian,3.5,8,restaurants,24.7774415,46.6296221,ChIJi7GTVqbjLj4RSoZly6PvI7A
3996,WOK OUT,RESTAURANT,Asian,4.5,2,restaurants,24.7774415,46.6296221,ChIJi7GTVqbjLj4RSoZly6PvI7A
3997,ricci,RESTAURANT,Italian|Pizza|Pasta,4,4,restaurants,24.7774415,46.6296221,ChIJi7GTVqbjLj4RSoZly6PvI7A
3998,POKE ME,RESTAURANT,Asian|Seafood,4.6,29,restaurants,24.7774415,46.6296221,ChIJi7GTVqbjLj4RSoZly6PvI7A
